caption,num_likes,num_comments,cluster
"In a food mood? Probably 'cause it's World Food Day. 😋

Order to your heart's content from wherever you like - FamCard's there to take care of your bills.

Whatever the food, whichever the mood, FamCard's got you covered for goooood. ❤️

#FamPay #GetFampaid #WorldFoodDay #GoodFoodGoodMood #Swiggy #Zomato #BigBasket #Dunzo #FoodIsLife",1593,24,1
"Presenting the one and only @tanmaybhat Among Us! Bot to you by FamPay. 😉

Exclusive offer for #TheBotArmy, head over to the FamPay app now! 🚀

#FamPay #FamCard #GetFamPaid #tanmaybhat #BotArmy #ForTeens #ForTeenagers",5098,83,3
"Tag the Mr Makhan of your class.🧈😂

#FamPay #GetFamPaid #WorldStudentsDay #StudentsDay #OnlineClasses #SchoolFromHome",2095,59,1
"Cluttered, worn-out, trash filled wallets are SO 2019. 😏

Switch to the FamCard and make more space for what's important to you. 

Sign up on the FamPay app and order your FamCard now!

#GetFamPaid #FamPay #FamPaid #FamCard #MyFamCard #NumberlessCard #WhatsInYourWallet #PreandPost",1141,15,1
"Let's be real, we learnt more about our family during demonetisation than we did our entire lives 😂

It's best to gear up with a FamCard before this happens again, eh? 😛

#FamPay #GetFamPaid #FamCard #Dictionary #UrbanDictionary #Teenology #Demonetisation #IndianMemes",658,14,1
"Share this message and video with all your friends :)

Dear teachers,

Sometimes you make us speechless, but sometimes you make us pour our hearts out. We owe you for more than one can put into words. You made us the thinkers and leaders that we are today, and for that we are grateful.

As much as we would have liked to celebrate this day with you in person, here's our way of letting you know that we appreciate you, for all that you have done for us.

On behalf of all the students, we wish you the Happiest Teacher's Day.♥️

All our love,
Friends of Fam

#FamPay #HapyyTeachersDay #TeachersDay #TeacherAppreciation #ThankyouTeachers #TeachersDay2020 #GetFamPaid #TeachersDaySpecial #TributeToTeachers",1000,60,1
"You can't blame Lord Ganesha, modaks are just too delicious! 😋 What's something you would spend too much on that would annoy your parents? 

Stay safe and have a happy Ganesh Chaturthi!

#FamPay #GetFamPaid #GaneshChaturthi #HappyGaneshChaturthi #GanpatiBappaMorya",673,11,1
"Heyo! Back when quarantine wasn't the norm, FamPay hit the streets to dig out the secrets in your relationship - WITH MONEY 💸

Let's just say that people were exposed, friendships were tested, and truths were revealed.😲

See for yourself!

Warning: This video may make you miss candid face-face conversations. 🥺

🎤 @dishfishh 

#FamPayIndia #GetFamPaid #Teenology #JustTeenThings #StreetInterview #FamPay",858,14,1
"Batch of 2020, what's that feeling like?
Tell us in the comments below with an emoji 👇

#FamPay #GetFamPaid #Dictionary #UrbanDictionary #JustTeenThings #Teenology #BoardExams #BoardExams2020",648,12,1
"You love them, you hate them. But you cannot live without them. 😛

This Rakshabandhan, we celebrate the Tom and Jerry relationship between siblings!

Despite the endless fights and pranks, there's no one else who'll have your back the way a sibling would. 🤗

Happy Raksha Bandhan!

#FamPay #GetFampaid #HappyRakshaBandhan #RakshaBandhan",780,26,1
"The FamCard is more awaited than Fridays 💃
More chill than Netflix 📺 
And more loyal than a puppy 🐕

Add more depictions in the comments below!

Be a trend-setter with the FamCard. Download the app now.

#GetFamPaid #FamCard #Numberless #DebitCard #Teens",800,23,1
"Unlock the superpower of being cashless with your friendly neighbourhood FamCard and become the superhero among all your friends!

FamCard will be swinging through the web and swiping across your city soon.

Download now to get yours!

#FamPay #FamCard #GetFamPaid #DigitalPayments  #DebitCard #Teens #Numberless",651,24,0
"This summer, we virtually welcomed an amazing bunch of teens to our community who quickly blended with our Fam!

From super fun activities like photoshoots, or turning into Youtubers, getting mentored by seriously smart folks or testing out features before anyone else could- we worked to build an experience like none other!

A huge shoutout to our amazing brand ambassadors for their enthusiasm and efforts in taking FamPay closer to the Teens of India.

And we're just getting started- we have many more exciting brand campaigns, videos, exclusive webinars and perks for you to enjoy. 

If you also want to be a brand ambassador, check out the link in bio and apply now!

#FamPay #GetFamPaid #Teenfluencers #DigitalPayments #Teens",996,49,0
"Hey! Let me introduce myself. I am FamCard and I am India’s first numberless card. 😁

I love to make friends with teenagers and have taken the black. 😎

Time to break the ice! Comment #HiFamCard and I’ll reveal a secret about myself 😉

#GetFamPaid #FamCard #Numberless #DebitCard #Teens",1039,164,0
"It’s never too early to start making some profit and build savings. If you’re a teen with some hustle, internet and free time, you can start making money moves. 💰💳

Tag that friend who’s a teen hustler 💪🏼

Want some inspiration? Here are 5 unique ways you can make money as a teenager!

#FamPay #GetFamPaid #JustTeenThings #Hustle #Teenpreneur #PocketMoney #TeenLife",646,7,0
"Can you guess the highest ever exchange rate with the dollar 💵?

#FamPay #GetFamPaid #DidYouKnow #DigitalPayments #PayWithFam #FunFact #Finance101 #Facts",749,13,1
"Don't forget that the waiters are judging you!

Share your most embarrassing tipping experience in the comments below.

P.S. We mean no offense to the Baniyas out there!

#FamPay #GetFamPaid #Dictionary #UrbanDictionary #JustTeenThings #PunsForDays #Teenology #Relatable",465,6,1
"When Gia got her pocket money, she didn’t just save it, she doubled it with FamPay's #SavingsChallenge!

You can win too! All you have to do is download FamPay, save daily for 10 days and spin our rewards wheel.

What are you waiting for? Download FamPay now. Link in Bio!

#FamPay #SaveTheStreak #GetFamPaid #DoubleMyMoney #SpinTheWheel #ContestAlert",582,20,3
"To celebrate Father's Day, we played a fun little game with some of out #FriendsOfFam and their dads.

Let's find out how how well they know each other! We're on #TeamDad. What about you?

Video credits: @anmol.0614

#FamPay #FathersDay #GetFamPaid",540,7,1
"We're sure that you've faced this and boy is it a bummer. 😣

What's been bumming you out this year? Tell us in the comments below and let's get through 2020 together 💪

#FamPay #GetFamPaid #JustTeenThings #SchoolLife #2020Memes #SchoolDays #TeensRelate",512,4,2
"Tell us the biggest jackpot you’ve found in the comments below! 
#FamPay #GetFampaid #Paywithfam #JustTeenThings
#Jackpot #TeensRelate #PunsForDays #Teenology #Dictionary #DictionaryPost #UrbanDictionary",382,3,1
"Now you can make a big impact for Mother Earth virtually from your home!

This environment day, help us Plant for the Planet 🌏 with @sankalptaru_foundation

Contribute any amount between Rs 10-150 to help Sankalptaru plant saplings.

Download the app now. Link in Bio.

#FamPay #WorldEnvironmentDay #PlantForThePlanet #PlantTrees🌱 #Environment #SaveEarth #GoGreen #SaveThePlanet",399,3,3
"Save your allowance with FamPay's Save the Streak #SavingsChallenge and get a chance to double your Savings!

Download the app now. Link in Bio!

#FamPay #GetFamPaid #ChallengeAccepted #WinRewards #DoubleMyMoney #SpinTheWheel #Challenge #GetFamPaid #Savings #Money #Earn #SavingsChallenge",467,1,3
"Can you guess the cost of printing a Rs 10 note?

#FamPay #GetFampaid #DidYouKnow #DigitalPayments #PayWithFam #FunFact #CashlessPayments #GoCashlessWithFamPay",504,5,1
"Now that you’ve met The Streak - here's what you need to know. The guy loves money and thrives on savings. When people save money, he’s all-powerful but when they don’t, he’s sad and weak. And that’s not a good look on him.

Do you want to help him?

Keep the Streak alive by saving as little as Rs 10 every day and double your savings upon winning🤑

Check out the link in our bio to participate in the challenge!

#FamPay #TheStreak #SavingsChallenge #SaveTheStreak #DoubleMyMoney #GetFamPaid #SpinTheWheel  #ContestAlert #WinRewards #ChallegeAccepted #EarnMoney",359,1,3
"Welcome to our first ever Savings Challenge where you don't just save money but also stand a chance to double it!

As you know, out friend The Streak thrives on savings. And sadly, many of us have not been saving much.
The Streak is losing fuel by the day and needs you to refuel him quick!

Can The Streak count on you?

Keep the Streak alive by saving as little as Rs 10 everyday and double your savings upon winning🤑
Check out the link in our bio to participate in the challenge!

#FamPay #TheStreak #SavingsChallenge #SaveTheStreak #DoubleMyMoney #GetFamPaid #SpinTheWheel  #ContestAlert #WinRewards #ChallegeAccepted #EarnMoney",373,3,3
"What’s better?

Your savings feeling like a loner in your wallet? Or it getting doubled with FamPay! Make the right choice!

Join the #SavingsChallenge today to save money and win exciting rewards with FamPay.

Keep the Streak alive by saving as little as Rs 10 every day and double your savings upon winning🤑
Check out the link in our bio to participate in the challenge! Swipe left for more details.

#FamPay #TheStreak #SavingsChallenge #SaveTheStreak #DoubleMyMoney #GetFamPaid #SpinTheWheel  #ContestAlert #WinRewards #ChallegeAccepted #EarnMoney",372,2,3
"Now that you’ve met The Streak - here's what you need to know. The guy loves money and thrives on savings. When people save money, he’s all-powerful but when they don’t….he’s sad and weak. And that’s not a good look on him.

Do you want to help him?

Keep the Streak alive by saving as little as Rs 10 every day and double your savings upon winning🤑

Check out the link in our bio to participate in the challenge!

#FamPay #TheStreak #SavingsChallenge #SaveTheStreak #DoubleMyMoney #GetFamPaid #SpinTheWheel  #ContestAlert #WinRewards #ChallegeAccepted #EarnMoney",72,0,3
"Welcome to our first ever Savings Challenge where you don't just save money but also stand a chance to double it!

As you know, out friend The Streak thrives on savings. And sadly, many of us have not been saving much.

The Streak is losing fuel by the day and needs you to refuel him quick!

Can The Streak count on you?

Keep the Streak alive by saving as little as Rs 10 everyday and double your savings upon winning🤑

Check out the link in our bio to participate in the challenge!

#FamPay #TheStreak #SavingsChallenge #SaveTheStreak #DoubleMyMoney #GetFamPaid #SpinTheWheel  #ContestAlert #WinRewards #ChallegeAccepted #EarnMoney",74,0,3
"What’s better?

Your savings feeling like a loner in your wallet? Or it getting doubled with FamPay! Make the right choice!

Join #SavingsChallenge today to save money and win exciting rewards with FamPay.

Keep the Streak alive by saving as little as Rs 10 every day and double your savings upon winning🤑

Check out the link in our bio to participate in the challenge! Swipe left for more details.

#FamPay #TheStreak #SavingsChallenge #SaveTheStreak #DoubleMyMoney #GetFamPaid #SpinTheWheel  #ContestAlert #WinRewards #ChallegeAccepted #EarnMoney",84,0,3
"Stay safe this Eid and avoid contact with cash. Send Eidi to your loved ones digitally with FamPay.

#Eidmubarak #PayWithFam #FamPay #CashlessPayment #CashlessEidi #DigitalPayments
📸 - @thedelusionalkid",352,0,0
"I've collected my Eidi on FamPay. What about you?

#Eidmubarak #PayWithFam #FamPay #CashlessPayment #CashlessEidi #DigitalPayments
📸 @thedelusionalkid
👋🏻 @tia_berlin04",438,2,0
"Stay safe this Eid and avoid contact with cash. Send Eidi to your loved ones digitally with FamPay.

#Eidmubarak #PayWithFam #Fampay #CashlessPayment #CashlessEidi #DigitalPayments
📸 @thedelusionalkid",80,0,0
"I've collected my Eidi on FamPay. What about you?

#Eidmubarak #PayWithFam #Fampay #CashlessPayment #CashlessEidi #DigitalPayments
📸 @thedelusionalkid",107,0,0
"Letting our children take charge of their finances with FamCard.

About time they get FamPaid!

#PayWithFam #FamPay #CashlessPayment #FamCard #DigitalPayments #Moneymanagement #GoCashless #GoCashlesswithFamPay
📸 @thedelusionalkid",355,3,0
"Dad paying bill and getting ice cream is old, the new Gen-Z got it covered.

You get everyone together, we get everything else done. 😁

#FamPay #Internationfamilyday #GetFampaid #Paywithfam #Familytime #Movienightathome #Qualitytimewithfamily",302,1,1
"The good thing about the lockdown is that it gave everyone some quality time to spend with their families.

This International Day for Families, we encourage everyone to stay safe, stay at home and stay with Fam. 😌

#FamPay #Internationfamilyday #GetFampaid #Paywithfam #Familytime #movienightathome #Qualitytimewithfamily",352,0,0
"An experience as simple as sharing a tub of icecream or watching a movie, when lived with family, is everything.

At FamPay, we enable you to live such experiences and more, seamlessly. ❤️ #FamPay #Internationfamilyday #GetFampaid #Paywithfam #Familytime #Movienightathome",336,2,0
"Not every superhero wears a cape.

Happy Mother’s Day!

#happymothersday #indianmoms #superheros #marvel #dc #mother #indian #mom #momsofinstagram #mothersday",365,1,1
"It’s truly said that - A mother is she who can take place of all others but whose place no one else can take.

A toast to all the mothers for loving their families unconditionally, always.

Happy Mother’s Day!

#happymothersday #indianmoms #superheros #marvel #dc #mother #indian #savage #mom #momsofinstagram #mothersday",300,0,1
"No matter what you become, you can’t escape your mom’s savagery.

What’s the most savage line your mom says to you? Drop in the comments!

#happymothersday #indianmoms #superheros #marvel #dc #mother #indian #savage #mom #momsofinstagram #mothersday",511,4,1
"Oops! Maya Sarabhai is right, we should probably change our bio now?

Share with your Gen-Z friends 🤪

#monisha #teenagers #genz #fampay #payments #maya #memes #middleclass",430,2,1
"Are you eagerly waiting for the world to get back to normal or getting habitual to the new quarantine way of life?

Let us know in the comments below.

#OnlyMemesCanSaveThisWorld #lockdown #quarantine #covid19 #LifeInBlue #stircrazy #memes #crazy #bored",293,0,1
"Can you guess the gibberish? Comment below if you got it right and tag your friends! 😉

#gibberish #guessthegibberish #fampay #covid19 #socialdistancing",280,8,1
"Be careful with flexing your FamCard, everyone wants a piece of it. 🐱

#InternationalPetDay #FamCard #FamPay #PetDay #kittensofinstagram #kittens #DigitalPayments #Card
📸 @thedelusionalkid
🐱 Ms Buttons",354,7,0
"Be a Superhero, the nation needs you! 
Do your bit by donating to PM Cares Relief Fund and join the nation to help everyone in need!

You can make your donation through the FamPay app at your fingertips, just click on the link in bio to contribute.

#WorldHealthDay #Doctors #Nurses #Midwives #WHO #StayHealthy #StayAtHome #StayWithFam #COVID #India #HelpIndiaFightCorona #Heal #SuperHero #PMCares #FamPay #GetFampaid
@who @narendramodi",266,0,0
"There are only 62 doctors per 1,00,000 people, who can treat COVID-19 patients worldwide. A toast to the all nurses and doctors, who are going out everyday to help the world heal in this pandemic.

Let us support them by keeping ourselves safe and healthy at home.

#WorldHealthDay #Doctors #Nurses #Midwives #WHO #StayHealthy #StayAtHome #StayWithFam #COVID #India #HelpIndiaFightCorona #Heal #SuperHero #PMCares #FamPay #GetFampaid
@who @narendramodi",270,0,0
"The World needs Healing!
This International World Health Day, WHO appeals to everyone to support doctors, nurses and midwives who are the forefront of the war against COVID-19.

Let us all Stay Healthy, Stay at Home and Stay with our Fam to do our bit in this fight.

#WorldHealthDay #Doctors #Nurses #Midwives #WHO #StayHealthy #StayAtHome #StayWithFam #COVID #India #HelpIndiaFightCorona #Heal #SuperHero #PMCares #FamPay #GetFampaid
@who @narendramodi",278,1,0
"Who wants to carry a purse around when my hands have bigger tasks to accomplish. Thank God my FamCard fits right in my pocket 😌

#FamCard #FamPay #DebitCard #Card #DigitalPayments #Sleek #Design #Aesthetic #MyCard #Teenager #India #Payments #POS #Photoshoot #Photography #ProductPhotography
📸 @malavika._s
👋🏻 @maya._.delaet",280,0,0
"It's black, it's sleek, it's vertical and it's classy.
Just how I love it! 😉

#FamCard #FamPay #DebitCard #Card #DigitalPayments #Sleek #Design #Aesthetic #MyCard #Teenager #India #Payments #POS #Photoshoot #Photography #ProductPhotography
📸 @oishi_pal
👋🏻 @_shwetagowda_",319,0,0
"Parents teach a lot of to their kids but miss out on financial literacy. It's time to take the first step towards your kid's healthy financial future. 
Download FamPay now!

#PayWithFam #FamPay #Family #Technology #Teenagers #Children #CTO #FamCard #Payments #Finance #Money
📸 @thedelusionalkid
👋🏻 @nashitha869",290,0,0
"My FamCard makes me feel empowered. Did you get your Card?

#FamCard #FinancialLiteracy #Empower #Teenagers #FamPay #Payments #DigitalPayments #DigitalIndia #PayAnytimeAnywhere #Finance #Money #App #PaymentsApp #Digital
📸 @thedelusionalkid
👋🏻 @sia.17",392,4,0
"FamCard hai jahaan, convenience hai wahaan!
Make sure you are not left behind while everybody is joining the grand digital bandwagon with FamPay! It's time to bring families together in a modern way.

#ditchcash #getfampaid #fampay #NoMoreCash #NoMoreChange #digitalpayments #famcard #paymentapp #teenagers #convenience #finance #money #mobileapp
📸 @thedelusionalkid",278,0,0
"Change is the only constant, ain't it? Time to replace your cash-heavy wallet with our FamCard so that you don't fret when you pass by the 'Beware of pickpockets' sign!

#ditchcash #getfampaid #fampay #NoMoreCash #NoMoreChange #digitalpayments #famcard #paymentapp #teenagers #convenience #finance #money #mobileapp
📸 @thedelusionalkid",287,1,0
"Cash cash everywhere, not a coin for change! Could relate easily? Well, cash problems are for real, especially when every penny matters! Allow us to help you make the transition.

#ditchcash #getfampaid #fampay #NoMoreCash #NoMoreChange #digitalpayments #famcard #paymentapp #teenagers #convenience #finance #money #mobileapp
📸 @thedelusionalkid",296,1,0
"Convenience in payments has always been at the fore of our mission. Use your FamCard to pay anytime anywhere, yes,literally anywhere!

#PayAnytime #PayAnywhere #payment #fampay #money #upi #qrcodes #scanandpay #scan #digitalindia #digitalpayment #paymentapp #lifestyle #spa #salon
📸 @thedelusionalkid
🤟🏻 @diyartsychick_",404,8,0
"The Virtual FamCard in FamPay app is bound to make friends with all the e-tailers, food delivery apps and what not, after all, bonds and ease should be available anytime, anywhere!

#PayAnytime #PayAnywhere #payment #fampay #money #upi #qrcodes #scanandpay #scan #digitalindia #digitalpayment #paymentapp #shopping #onlineshopping 📸 @thedelusionalkid
🤟🏻 @bhavyaaurora",284,1,0
"Here's another payment solution from our basket of services, made exclusively for you. Scan and get going, anytime, anywhere!

#PayAnytime #PayAnywhere #payment #fampay #money #upi #qrcodes #scanandpay #scan #digitalindia #digitalpayment #paymentapp #shopping #cafe
📸 @thedelusionalkid
🤟🏻 @sia.17",293,3,0
"Never let your family face the trouble of running out of cash. Empower your dependent ones with access to money at their fingertips.
Get digital. Get FamPaid.

#familypayments #fampay #payment #mobileapp #family #father #mother #expensemanagement #finance #pocketmoney #transfer #money #share #getfampaid 📸 @thedelusionalkid",288,0,0
"No more of asking for cash everytime you need to go out. Take charge of your expenses with full independence and learn the lessons of fortune, the right way.
Get digital. Get FamPaid.

#familypayments #fampay #payment #mobileapp #family #father #mother #expensemanagement #finance #pocketmoney #transfer #money #share #getfampaid 📸 @thedelusionalkid
@_astha_desai_",317,0,0
"Freedom for teens. Convenience for parents. FamPay for all. We are on a mission to connect families, financially.
Get digital. Get FamPaid.

#familypayments #fampay #payment #mobileapp #family #father #mother #expensemanagement #finance #pocketmoney #transfer #money #share #getfampaid 📸 @thedelusionalkid",282,0,0
"Dessert last night was delicious, but the pain of settling the bill, not that delicious? Worry not, all the payment hassles can take a rest because FamPay is here.

Tag a friend who owes you money.

#sharingmoney #friends #money #sharing #fampay #split #teenagers #schoolchildren #fintech #finance #mobileapp #payments #friendsoffam #influencers 📸 @thedelusionalkid
@likhit_thimmaiah @_joshua_clement",344,1,0
"Could splitting get any simpler? We've re-imagined teen transactions and tailored something that fits in your lifestyle perfectly.

Tag a friend who owes you money.

#sharingmoney #friends #money #sharing #fampay #split #teenagers #schoolchildren #fintech #finance #mobileapp #payments #friendsoffam #influencers 📸 @thedelusionalkid
@zack_berlin02 @tia_berlin04",314,0,0
"Could sharing get any simpler? Let your friends know that FamPay is here to bolster the bond by enabling easy money transfers amongst teenagers. After all, friendship is all about sharing, right? 😉

Tag a friend who owes you money.

#sharingmoney #friends #money #sharing #fampay #split #teenagers #schoolchildren #fintech #finance #mobileapp #payments #friendsoffam #influencers 📸 @thedelusionalkid
@_rxdx_ @cassandra.clements",426,2,0
"After demonetization, digital payments did get a push but it is yet to be completely inclusive. In 2020, we pledge to push digital payments to the next level by opening it's doors to the teenagers.

Happy Republic Day!

#cashtodigital #CashlessRepublic #fampay #getfampaid #launchingsoon #republicday #republicdaypost #digitalindia #startupindia #inclusion #inclusiveindia #financialfreedom #india #cash #card #startuptableau",383,1,0
"We, at FamPay, solemnly resolve to constitute India into a sovereign, socialist, secular, democratic, republic and DIGITAL nation. Celebrating the first startup tableau by the government by pledging to enhance the lives of youth, generate employment and grow the economy.

Happy Republic Day!

#cashtodigital #CashlessRepublic #fampay #getfampaid #launchingsoon #republicday #republicdaypost #digitalindia #startupindia #inclusion #inclusiveindia #financialfreedom #india #cash #card #startuptableau",260,0,0
"Until 2019, teens have been dependent upon cash from their parents. Aiming towards a Cashless Republic, we pledge to change the way teens transact, change the way teens spend and change the way teens save.

Happy Republic Day!

#cashtodigital #CashlessRepublic #fampay #getfampaid #launchingsoon #republicday #republicdaypost #digitalindia #startupindia #inclusion #inclusiveindia #financialfreedom #india #cash #card #startuptableau",336,3,0
"Out of cash? Forget the troubles of running out of cash, losing it or getting it worn out.

Get digital. Get FamPay.

#getfampaid #cashless #digital #card #fampay #teenager #teenpower #financialfreedom #financialliteracy #financialsecurity #empowered  #indianteen #indianstudents #instagood #instagram #posts #youth #paise #money 📸 @thedelusionalkid
@sia.17",351,0,0
"When it comes to giving pocket money to children, it has always been in cash. Now, when it comes to cash, it can be stolen, damaged or just not be enough. Isn't it better to make pocket moneys digital for the benefit of both you and your kids? FamPay is launching just to do that and a lot more.

So, stay connected and stay tuned!

#getfampaid #cashless #digital #family #card #fampay #teenager #teenpower #financialfreedom #financialliteracy #financialsecurity #familybudget #empowered  #indianteen #indianstudents #instagood #instagram #posts #youth #paise #money #empowered #pocketmoney 📸 @thedelusionalkid @nashitha869 @samithakhaiyum",355,0,0
"I am a financially empowered teen and I am already contributing to the digital spirit of new India. Join me in the young India's progressive endeavor. Can't wait for the FamPay launch!

Stay connected, stay tuned!

#getfampaid #launchingsoon #launch #productlaunch #cantwait #fampay #financialempowerment #teenpower #youth #india #progress #digitalpayments #cashless #stayconnected #staytuned 📸 @thedelusionalkid",663,0,0
"We are a group of friends who like to eat together, study together and pay together. Digital payments are too cool to be waited for until our 18th birthday. Can't wait for the FamPay launch!

Stay connected, stay tuned!

#getfampaid #launchingsoon #launch #productlaunch #cantwait #fampay #friends #teenpower #financialliteracy #digitalpayments #cashless #stayconnected #staytuned 📸 @thedelusionalkid",312,0,0
"While the first thought to barrage our need to balance shaky finances is to spend less, it might not be the best option always. Spending less is more of a short-term goal, while spending wisely attaches futuristic and sustainable connotations to it. Choose your New Year resolutions wisely.

#fampay #spendless #spendwisely #wise #moneywise #financialempowerment #financial literacy #digital #save #spend #getfampaid #happynewyear #resolutions #newyearresolutions #determined",251,1,1
"2019 might have been the year of 'Go cashless' but only for the adults. What if we grant your wish of making digital payments at the age of 17, or 15 or even 13? Yes, that's why 'Get FamPaid' is your slogan for 2020.

#fampay #getfampaid #financialempowerment #financial literacy #cashless #teenpower #indianteen #digital #happynewyear #resolutions #newyearresolutions #determined",282,0,0
"Christmas tree at FamPay brings the families together and speaks for the spirit of togetherness that we strive for. What does your Christmas Tree speak for you?

#fampay #fampaid #falalalala #christmas #christmastree #festival #symbolism #saynotosplurge #digitaltransactions #technology #teenpower #teenagers",234,0,0
"Occasions like Christmas are a reminder to evolve and gift yourself the gift of bounty. Unlock yourself to the endless world of safe and smart transactions with FamPay!

#fampay #fampaid #falalalala #christmas #merrychristmas #merryxmas #saynotosplurge #digitaltransactions #technology #teenpower #teenagers",239,0,0
"Allow us to be your sagacious Santa this year and for many years to come to serve you with the lesson of money management. Because a person who saves money is saved by money later.

#fampay #fampaid #falalalala #christmas #saynotosplurge #digitaltransactions #technology #teenpower #teenagers #moneymanagement #savings #finance",242,0,0
"Does the possibility of being mugged or robbed also concern you? Worry not, since now you and your entire family can easily carry the digital cash around and make safe payments. FamPay's family wallet allows you to stay secure and cashless.

#getfampaid #cashless #digital #family #card #fampay #teenager #teenpower #financialfreedom #financialliteracy #financialsecurity #familybudget #empowered #indianteen #indianstudents #instagood #instagram #posts #youth #paise #money #empowered #pocketmoney #launchingsoon",234,0,0
"Do you still depend on your parents for all your cash needs? With FamPay, you can have your own card and manage your finances, just like any other adult. Start your financial journey with FamCard- your gateway to independence.

#getfampaid #cashless #digital #family #card #fampay #teenager #teenpower #financialfreedom #financialliteracy #financialsecurity #familybudget #empowered #indianteen #indianstudents #instagood #instagram #posts #youth #paise #money #empowered #pocketmoney #launchingsoon",266,1,0
This #tbt we’re throwing it back to Indian coins! Comment and let us know if you had this in your gullak (piggy bank)! paise #money #tbt #collecting #collections #collectingcoins #coins #coin #india #students #indianstudents #youth #fampay #1957 #old #Thursday #nostalgia #nostalgic #youngminds #tagafriend #friend #instagood #instagram #posts #rupee #indiancurrency #currencies,261,9,0
This #tbt we’re looking back at indian coins. Tag a friend who loves collecting coins! #10 #paise #money #tbt #collecting #collections #collectingcoins #coins #coin #india #students #indianstudents #youth #fampay #1957 #old #Thursday #nostalgia #nostalgic #youngminds #tagafriend #friend #instagood #instagram #posts #rupee #indiancurrency #currencies,252,6,0
"This #tbt we’re throwing it back to Indian coins! 
Let us know in the comments down below, how much would you pay to get this coin? 
#paise #money #tbt #collecting #collections #collectingcoins #coins #coin #india #students #indianstudents #youth #fampay #1957 #old #Thursday #nostalgia #nostalgic #youngminds #tagafriend #friend #instagood #instagram #posts #rupee #indiancurrency #currencies",245,15,0
"From speakers to hosts and organizers to performers - FamJam was totally of, by and for the Friends of Fam. After listening to these young kids, everyone in the room was left wondering what they were up to at 14 years of age. It was a truly inspirational evening!

#famjam #friendsoffam #fampay #childrensday #teenagers #family #activity #learning #fun #experience #creativityatitsbest #brainstorming #design #schoolchildren #parents",342,4,0
"It's said, everything in adulthood can be traced back to childhood. This Children's day, we successfully hosted our first community event and celebrated childhood together with 100+ kids having their own passion to follow and a unique story to share. It was indeed an eventful evening! 
#famjam #friendsoffam #fampay #childrensday #teenagers #family #activity #learning #fun #experience #creativityatitsbest #brainstorming #design #schoolchildren #parents",345,1,0
"We believe that learning is best when it's made fun! At FamJam 2019, we saw a bunch of zealous kids participate in Jamming session which included brainstorming challenge, creative activity and collaborative gaming. Loved the enthusiasm, creativity and healthy competition these kids had.

#famjam #friendsoffam #fampay #childrensday #teenagers #family #activity #learning #fun #experience #creativityatitsbest #brainstorming #design #schoolchildren #parents",291,3,0
"Rahul is an 8th-grade student of Vidhyashilp Academy. He is a basketball player and has represented Karanataka at the national level. Rahul is passionate about learning guitar and he is actively practising it at the Trinity Music School London where he has secured a distinction in grade 1.

#famjam #fampay #friendsoffam #kickoffchat #talks #teenagers #limcabookofrecords #eventsinbangalore #speaker",310,1,0
"Sakshi is an 18-year-old student entrepreneur from Bangalore. She is recognized as the Student Ambassador and Indian Youth Venturer for mentoring students in app development and social entrepreneurship. Her agritech startup, The Farm Theory, aims to create India's first farm to fork supply chain model bridging the gap between Ugly Produce (misshaped and discoloured fruits and vegetables), buyers and sellers.

#famjam #fampay #friendsoffam #kickoffchat #talks #teenagers #limcabookofrecords #eventsinbangalore #speaker",319,0,0
"Yathaarth, a 13 year old, Anthemologist & a Limca Record Holder - for singing the Most Number of National Anthems, has channelised his talent into community service and has taken upon himself, to spread the message of UN SDG’s amongst children & Youth.

#famjam #fampay #friendsoffam #kickoffchat #talks #teenagers #limcabookofrecords #eventsinbangalore #speaker",276,0,0
"Children must be taught how to think, not what to think! Attend our first community event and jam with the peers from Friends of Fam!
Register now! Link in bio.

#famjam #event #friendsoffam #inspiration #entrepreneurship #childrensday #teenagers #fampay #teenagers #families",242,0,0
"Introducing FamJam, an interactive event focused towards uplifting the young aspiring minds! Inviting all teenagers and their families to join us on the eve of Children's day!
For more info, register now! Link in bio.

#famjam #event #friendsoffam #inspiration #entrepreneurship #childrensday #teenagers #fampay #teenagers #families",276,3,0
"Passion can move mountains. At FamJam, listen to real stories from kids who pursued their passion to become entrepreneurs, world record holders and national medalists.
Register now! Link in bio.

#famjam #event #friendsoffam #inspiration #entrepreneurship #childrensday #teenagers #fampay #teenagers #families",252,0,0
"This Diwali, join us in our mission to make a safe and healthy neighbourhood in every part of the Nation! Go green and go eco-friendly!

#crackers #gogreen #greendiwali #happydiwali #cleandiwali #ecofriendly #saynotocrackers #responsiblefestival",279,0,1
"Wishing you a very lightful, eco-friendly and cashless Diwali 
#diwali #happydiwali #family #fam #fampay #celebrations #festivaloflights #indianfestivals #familybonding",266,0,0
"One of the most joyous parts of Diwali is shopping and we understand your needs! We’ve got your whole family covered. After all, Diwali is all about Fam! 😉

#happydiwali #cashlessdiwali #fampay #shopping #expenses #fam #family #banking #card",289,0,0
"We at FamPay had lots of fun sponsoring the food for nearly 350 children in k-12 classes at Shanti Bhavan in Tamil Nadu. It’s all about giving back!

#worldfoodday #foodforall #communities #shantibhavan #feedingIndia #powerofcommunity #sustainability",388,2,1
"Thanks to all the children for their unconditional love and for giving us an opportunity to have a meal together.

#worldfoodday #foodforall #communities #shantibhavan #feedingIndia #powerofcommunity #sustainability",358,51,1
